No,Weight (g),Roundness,Upper Petal,Lower Petal,Max Frequency (Hz),Max Magnitude,Sweetness (%Brix),Class
,63.791769907575066,0.962,,5.0,164.3343607444965,28.89071184956141,21.418022894068557,
,59.426678706696705,0.934,,5.0,97.0232664347817,35.82357893160613,20.993321221490792,
,48.34442612019441,0.947,,6.0,101.92310368741327,38.576389422323786,20.718826297190997,
,55.08961163914885,0.921,,5.0,58.63432129706389,84.46952204897892,14.957125834426362,
,57.44583319452863,0.914,,6.0,97.42938732521154,25.05141724871091,13.033739189887287,
,51.56610653302119,0.974,,5.0,101.4980837831066,21.706563131398525,13.761024816606628,
,49.92429658208087,0.96,,7.0,71.97103973061328,35.554020487157324,13.800564408405602,
,54.30017801009724,0.974,,5.0,95.82044601899057,30.719862201028384,15.098470525269306,
,57.497178900013125,0.913,,6.0,97.47862184932843,26.643008797943118,17.72376703996044,
,51.707961421281745,0.914,,7.0,206.0418090932988,17.022392800906914,17.305621665661686,
,58.76253277929,0.957,,7.0,173.20339337664453,18.732485124932243,13.649031197788421,
,56.39118148753391,0.938,,7.0,147.28411951291844,65.84368149154537,20.848420965431988,
,80.15540145686961,0.939,,6.0,125.9834170528555,85.29451979262882,21.33414956087706,
,64.42506460192705,0.929,,5.0,101.01097565763239,25.42217001645706,11.839517719062442,
,59.159532757355414,0.912,,7.0,135.25636344821078,42.98434395633076,18.82200669611086,
,59.29908612835367,0.932,,7.0,145.47631585194293,65.62631423151181,23.167160834022173,
,99.08700108935184,0.981,,6.0,76.60126856649336,41.27291543430902,14.843023733757477,
,88.11399974902854,0.967,,7.0,124.28375065741216,71.99937610084982,23.97030908017015,
,45.806058491394325,0.962,,6.0,209.1201897620768,15.484973828253299,21.684296158923473,
,64.52566457840932,0.95,,7.0,134.09606164107288,81.98525864616636,22.491148650651457,
,53.07129481026172,0.952,,7.0,176.04137018154947,31.321109390806598,15.980264420469592,
,40.86141276974636,0.938,,6.0,101.10517742085551,35.67528696546114,20.825603658183642,
,61.026651125898475,0.944,,7.0,73.73446820459017,13.659502032849952,15.442940479488444,
,89.59579149618672,0.971,,5.0,126.63721045660795,67.03444907354867,25.369727260449583,
,45.40934304934827,0.979,,5.0,103.09458425954615,43.28547985466909,19.091308580582016,
,50.25605192326264,0.928,,7.0,71.32860559808827,32.67356828219272,18.848969194275213,
,54.49725916651577,0.968,,5.0,170.00473177886087,21.534748390035713,11.533218678086218,
,46.943724825899054,0.962,,5.0,73.43241194312063,30.759038327750556,19.17275409989,
,95.80892741289821,0.915,,7.0,73.20591505133198,40.655234725860495,16.39639011625044,
,51.775444242438994,0.969,,6.0,73.2044390875653,21.9670368271804,21.282300440080515,
,62.49050953550753,0.936,,6.0,70.45048634063275,50.86991452987246,18.340145990520845,
,61.841737137147014,0.912,,5.0,69.3127296505172,46.11981124897223,17.91526186328781,
,57.47722544960925,0.966,,7.0,172.99873243497422,21.961728588213894,13.653480489625677,
,54.59516179743253,0.927,,5.0,97.441916186115,27.77255868364382,19.570508266993,
,41.08774407780145,0.931,,6.0,101.92471397927524,35.886696516087866,23.728959586894256,
,55.70241893046425,0.924,,5.0,99.72394696356753,49.73081973069318,19.231516064310014,
,66.7027934617409,0.975,,5.0,178.0520341149461,79.4056268382666,21.688761179761183,
,46.3753626123665,0.947,,5.0,212.39002183219748,21.926401538315428,18.32528662010006,
,48.88435825437533,0.932,,6.0,146.44690325527534,17.68689736266531,19.4616222094575,
,52.208992582672956,0.918,,5.0,71.95934219993077,32.605162052837976,14.729263355656757,
,96.12795796725997,0.941,,6.0,77.1926086881321,40.829242191737315,16.597525209005585,
,47.65314725452277,0.979,,6.0,261.7279247477061,38.99027686064443,21.337390649788187,
,55.86619284793115,0.933,,6.0,170.09423813569686,16.848173831946884,11.090782795605966,
,57.937506467732234,0.939,,5.0,99.6945865255302,28.023858583403246,9.81521935560428,
,45.9064289804893,0.917,,7.0,100.26479556733509,39.21291399974804,18.4004324255532,
,61.762597585486375,0.913,,5.0,134.53030235346898,45.162273182236554,12.169171057728965,
,58.29749911207279,0.939,,6.0,133.78262824886568,32.487496503550666,17.056969613281847,
,65.50036947141687,0.959,,5.0,99.58834420352451,39.84941024778033,16.233597442644225,
,48.92654523907212,0.919,,7.0,130.3309762603198,74.5861995260545,16.773253572666825,
,49.123702226706286,0.923,,7.0,97.9491778861161,28.251882998885904,22.08450799416236,
,58.16980080439675,0.921,,5.0,102.47653768678487,48.81810281009117,20.968905224436874,
,47.311348397653724,0.935,,7.0,211.13837969117512,20.761899079621774,18.101840535984543,
,80.26334372577217,0.957,,6.0,131.83479904643252,70.88565591541723,17.38980936340308,
,62.322824439775445,0.955,,6.0,70.12334956548635,47.872035147171474,17.270250206864638,
,65.06833555363691,0.975,,6.0,101.51364609275427,26.311699318065365,15.39184085026433,
,49.537175216160364,0.96,,7.0,101.5774991961436,25.631169723122966,21.253512351031336,
,40.8409685597496,0.921,,5.0,100.78212449988139,38.663988560705796,19.104812201323877,
,50.63067952653572,0.965,,5.0,71.53024169979814,35.95520824548191,15.58790330413078,
,64.06782755440163,0.917,,5.0,162.79501288304692,29.650790420656456,18.577884494843513,
,59.889481648520594,0.964,,7.0,71.70968751024675,11.362204742375141,10.82991857059577,
,59.37905376930495,0.978,,6.0,76.05714514652358,14.80183563711017,16.6809906382205,
,55.880381147445895,0.914,,6.0,170.58937917475734,29.291532254457863,18.159205925090717,
,74.99935238462102,0.941,,7.0,176.72041012069133,90.58822466089707,21.33052166719355,
,45.58018175430192,0.917,,7.0,259.866614813433,35.46879509492845,20.49734151526916,
,54.22954751198704,0.956,,7.0,97.45038069288354,26.694242875234224,15.088075605687603,
,69.43202652784821,0.979,,7.0,84.27692415244738,71.26165496999212,17.760729045096188,
,69.51950199780511,0.981,,6.0,175.85119864089702,81.14345749851188,20.934694609569036,
,70.54826903722332,0.968,,7.0,176.47732845514705,87.3063847425581,18.920874711232425,
,49.12878443250983,0.953,,5.0,206.381464388131,23.277164569667132,21.775438189579734,
,53.53252601799624,0.943,,5.0,74.03288739162831,32.50845463969651,17.187954252414336,
,77.53446925596208,0.924,,6.0,133.95025408825634,35.998150150606115,23.94929173182336,
,82.70865398346714,0.928,,6.0,124.07868192777318,84.54124201321942,22.143091899462746,
,90.41153814316374,0.954,,5.0,176.58449440830267,44.349632695313815,14.2279896486546,
,55.60510825730727,0.922,,5.0,132.8011895885582,22.068647128059617,20.7896435836344,
,48.637468346313966,0.954,,6.0,259.6099783726645,37.85916509613326,18.924295430358235,
,56.97578608659205,0.972,,6.0,100.45801298339526,49.36444656835061,17.996274300008405,
,101.07378683526379,0.952,,7.0,186.41476451164397,45.25894980159124,19.88977634640124,
,63.26415796149539,0.98,,7.0,68.76525585830329,49.93243261221206,18.471248573077858,
,41.53636498769823,0.957,,7.0,96.87371388262477,39.088860091709165,21.174116072960732,
,63.37706399862856,0.924,,5.0,98.07903378817556,27.026984001900704,19.164834383989465,
,47.49962313656004,0.955,,6.0,101.94611329678443,46.348204671910324,20.338808891954685,
,43.99951808238893,0.931,,5.0,209.53845194422908,16.04456317467581,21.901280867027946,
,80.38912448094351,0.966,,5.0,126.45054721744656,82.67581354987345,23.08126356111194,
,56.185132448631386,0.925,,6.0,96.82687493162044,27.931721182840604,12.20483317251136,
,83.43452296531984,0.958,,7.0,105.999018634478,38.35956406986585,20.204021774237503,
,85.6436970509668,0.963,,7.0,137.85743127075966,25.630301916615597,19.218979610984487,
,48.872030086757604,0.963,,6.0,105.49555029606898,20.12250165573363,11.603988066108915,
,48.90313775480246,0.913,,6.0,76.38843446406874,31.87280248271509,20.098188759726387,
,53.35534881689441,0.931,,5.0,134.33647530047764,30.13196287176458,17.193434989743867,
,60.11827380534527,0.952,,6.0,168.6740731651058,22.849791016970702,19.328891414078566,
,40.56481414962884,0.978,,5.0,97.40179935853814,35.63590382996462,23.563418796070714,
,51.646749290470055,0.929,,5.0,131.35110314250724,74.14383752773655,24.047900864716265,
,61.74163783352131,0.953,,5.0,97.06529447825594,25.197481307164516,19.787101861133266,
,43.71647672273653,0.933,,7.0,133.03100490072512,17.725186620376586,17.0061629432622,
,58.01895770311309,0.941,,7.0,101.28818978869815,23.98455177749822,15.590227125660267,
,50.44535542948668,0.955,,6.0,210.55888862015667,17.549731353045377,16.5813198231359,
,64.18003448900073,0.935,,5.0,179.68953100730823,78.7889906989989,17.14831382705915,
,57.69856959296074,0.961,,7.0,170.21675517655916,25.418996669704796,19.042317818348366,
,66.56400161661152,0.963,,5.0,178.36046652145026,83.86395644626297,17.766182505958405,
,55.575035126139,0.951,,7.0,169.15131019501172,21.291703085796534,18.572411317752746,
,49.03914115860175,0.974,,6.0,208.53827068105292,17.205680456717026,21.330206959419062,
,46.20923761924662,0.926,,5.0,106.44295135962454,43.69758929298908,20.181067933622067,
,58.41493018938348,0.961,,7.0,132.9131401817138,16.778726124847275,16.935144270547422,
,67.78742686265186,0.945,,5.0,98.51909006093452,24.901964561006142,15.12465529324719,
,58.19567581028175,0.95,,6.0,144.4594103495493,69.21680383414977,22.35815618503241,
,45.91100462458997,0.961,,6.0,100.19267711957131,37.55640816230778,17.942210233518107,
,54.443839363036695,0.967,,5.0,102.60096835897556,32.226477649841776,16.10926870430689,
,59.136014463092714,0.966,,5.0,169.0732179139695,23.038598109370405,16.366920571238175,
,60.209446445440044,0.941,,5.0,129.51167103696977,43.00626989614701,20.40955364698372,
,79.30729706749293,0.959,,5.0,129.75624613640397,35.78591630814843,20.969891505115186,
,74.57234040732756,0.92,,5.0,177.45090210110254,91.95175889024648,21.559183105596418,
,50.841381939054486,0.916,,6.0,83.86815472697634,34.61652357033798,20.995405114264496,
,96.6028316437635,0.975,,5.0,187.79502550894964,42.24929618583119,17.00196145391706,
,58.84498852118304,0.914,,6.0,106.54098987236253,29.943801940793694,14.679326545876613,
,45.375268117775754,0.925,,6.0,78.29010122426865,29.711180931349062,18.503199005096977,
,63.505500951105304,0.974,,5.0,132.36530803216544,25.890863463762255,19.344555184802857,
,56.47787527559384,0.977,,7.0,173.24293571980957,22.087337712848857,11.21499142971588,
,41.601741145765956,0.934,,6.0,102.04534680311397,46.87070721890393,14.789256997813606,
,59.25371965064827,0.924,,6.0,135.18890126193776,41.04560292732879,17.96988195869726,
,57.28209220034298,0.942,,7.0,99.01709001587007,21.81996565532912,18.512636217264525,
,83.8016995284281,0.929,,5.0,102.6535475204574,35.90796612309739,14.636922136908947,
,57.564385102976956,0.98,,5.0,170.72290205972888,21.15686016862212,13.202133085078565,
,60.643118341649604,0.945,,5.0,143.94718228055007,67.74689928519132,22.064599520883945,
,50.71561496872067,0.937,,5.0,208.90228138215835,18.904973579448885,17.050284581423035,
,63.718568910664665,0.92,,7.0,162.15384668238465,31.667148306273372,18.13847835406357,
,49.224179298207055,0.918,,6.0,99.98403708131988,27.450215670357387,17.78471145220773,
,65.62698946003718,0.971,,6.0,100.9717815563681,28.58004637804221,10.375907110906283,
,52.29044573891932,0.932,,5.0,83.27147787676572,36.602438805875494,15.894699189244065,
,56.39072750981671,0.929,,6.0,172.33115954284332,22.85793190668765,11.433334015454003,
,58.516074172616214,0.916,,5.0,74.84647144016597,14.899967126404656,9.943258111417215,
,67.50788347653253,0.929,,7.0,179.69901142280457,80.12505921448613,20.63459755767703,
,68.09902480610243,0.973,,7.0,182.68960027258922,75.39745852562613,17.726641864894127,
,62.14807305980633,0.928,,6.0,164.11866251407662,22.46883265021154,16.081082268081982,
,62.60788347496204,0.981,,5.0,133.73823333044442,42.84881120673085,20.05791264267694,
,55.80536883979039,0.935,,6.0,101.07717285621587,48.05309492168116,18.940511588350578,
,52.5124283191628,0.913,,5.0,103.32632410088421,36.16120743993491,17.181096669690675,
,47.22219476477639,0.959,,6.0,213.7357352326513,19.4008875914505,18.224176531978244,
,50.81946469263258,0.917,,7.0,148.08569205312176,15.206577232614283,17.738710228573012,
,44.59167203307819,0.912,,7.0,99.55076953560713,38.659846674446825,20.59190651777994,
,42.55297106573654,0.976,,5.0,106.58779683499077,49.266797022756926,21.096118989199574,
,60.04017625607153,0.936,,5.0,99.50505481977271,25.363505550020278,16.32125644491344,
,61.76344740257026,0.913,,7.0,134.91918442962663,21.616751705489385,14.726610523911583,
,54.65550656247952,0.937,,7.0,100.62684299840876,20.896470740072044,17.944758703571587,
,49.32598546775959,0.975,,5.0,129.53557546586163,71.83280033034852,24.523577540984235,
,42.894042902126905,0.979,,6.0,102.09436074213,47.47455078174587,18.84522271031939,
,54.76807041979327,0.975,,6.0,173.9845732215472,27.08880784867226,20.371919510445192,
,52.1677023784499,0.978,,6.0,101.42116169172013,69.65026591860075,17.981851170076375,
,56.7152260725728,0.926,,7.0,95.66906941905094,28.90527244484318,19.520331371798296,
,54.130223410193814,0.951,,6.0,171.30746145772866,24.5397300712677,12.337481632130213,
,48.6537336704187,0.92,,7.0,261.4178753659202,31.28375822039584,19.13022883925688,
,56.086910211827686,0.917,,5.0,130.1508297413639,70.07679585622826,21.90504955502926,
,46.28278259286783,0.972,,7.0,261.0757094610248,30.379321231424832,26.49208098766377,
,53.804754614255266,0.946,,5.0,130.80402673538993,79.1932172150798,21.964440393054623,
,59.13791032197521,0.932,,6.0,69.53438193255099,51.248762809164944,15.643484139803885,
,55.386961291193735,0.94,,5.0,96.56448208894193,20.38913677138873,12.89192969884794,
,54.65049342879955,0.97,,6.0,133.743301575685,24.069968273891128,19.720678553942136,
,50.28020481788245,0.972,,6.0,76.05703328161577,33.85500212844432,18.542065739382355,
,90.42671966450064,0.913,,6.0,172.61043297878203,43.51222596843022,13.512332500480554,
,63.60047205605053,0.921,,6.0,95.6465079365408,41.630282564807295,14.818372047266607,
,53.91929996320308,0.978,,7.0,100.08784826528031,48.717694451805855,15.500956688391856,
,56.75780146491787,0.966,,5.0,98.46114332524039,23.75510049406929,14.053034503268528,
,58.645158529495625,0.945,,5.0,90.60578815587373,25.67946376823408,17.018033168543095,
,62.812068329559665,0.944,,5.0,161.30300575754003,31.90024808896897,18.552647210818257,
,61.33702823078127,0.976,,5.0,101.42089058540138,33.43328814601733,17.99330833006024,
,60.57242736978245,0.968,,7.0,132.44186684342998,85.70664892400886,18.106845753507905,
,58.10903008251412,0.97,,7.0,172.18938890409657,24.20357408521475,12.219286759867373,
,52.56255867922193,0.974,,7.0,134.58130935348302,29.116865161127013,16.487613218082554,
,53.81934766246121,0.967,,5.0,99.53044415008942,29.705586411910637,14.55799063603774,
,59.49593274873918,0.946,,7.0,101.52977275021287,28.426399721463508,16.703595485198292,
,58.91477924805903,0.913,,7.0,72.69514388031784,13.07135848933439,11.072045484013191,
,56.42435056736445,0.951,,5.0,59.736580727094974,83.90609043960185,14.183630693326492,
,50.01372440736927,0.914,,7.0,206.12553996640352,15.401090669532561,18.327998647807195,
,44.88132879484603,0.92,,6.0,209.16341601121218,23.713525932994035,18.877878114405153,
,93.97586352264871,0.964,,5.0,78.0449836831558,42.4719954009253,16.733367705193768,
,48.56774962926722,0.963,,7.0,262.21549279042466,31.055610832139152,25.80316657601913,
,49.28776479048372,0.937,,7.0,210.25493323686567,13.195342546079651,22.065450819248603,
,98.15116157635559,0.95,,5.0,187.76960669617404,49.33210000383857,21.617551428864047,
,77.05390250219405,0.947,,6.0,103.52721965535989,27.749375512905814,10.593888583372514,
,69.62075576540816,0.93,,5.0,99.3111147457915,25.682354805650778,12.76050305865096,
,48.439334647338924,0.942,,6.0,263.6607056440233,33.21121535339309,19.267030933905513,
,51.58235366981834,0.979,,6.0,75.55856967365234,30.245083120055096,20.031388518572147,
,51.48855391758285,0.93,,7.0,149.94164318630422,15.777185345777493,16.158723635217214,
,53.90312795411646,0.939,,5.0,210.12799895190446,17.148543948785854,22.62375403253761,
,52.87848827367531,0.941,,7.0,145.60478489305854,17.56021112557235,16.31159364777584,
,62.25537045136874,0.964,,7.0,97.6272821011495,42.08795706628494,18.31783747639011,
,55.332407409007665,0.943,,7.0,143.94408911912203,66.96691150362024,20.208604492946282,
,51.50874895154759,0.93,,7.0,100.39272173927415,48.310069056391036,13.72112849228518,
,54.48070265017703,0.933,,7.0,72.97523119740329,15.613803806428063,14.598050071276576,
,57.29595200833945,0.98,,6.0,149.31565996775547,18.040902925112714,24.933787647095073,
,47.84331581347112,0.917,,7.0,214.80775066923422,23.791683997616627,16.26779169673693,
,49.21231987179647,0.919,,5.0,129.7166476252061,57.59231678958594,19.882624727017912,
,43.51898908597407,0.976,,6.0,130.08243377378173,17.11084797427374,14.94455401717524,
,47.48437153213012,0.923,,5.0,210.5566390445756,20.406252073908977,19.20237823333969,
,46.06732673602445,0.927,,7.0,133.1884982276927,20.154929319680896,19.409305430513687,
,101.89685975759284,0.919,,5.0,182.26388181328568,42.59870802056703,17.814128050937978,
,96.66314946838565,0.978,,7.0,185.5417465443125,41.4006127027732,20.190101807253473,
,79.56127632092534,0.965,,7.0,100.71460077159695,37.86288774590592,14.689916257240979,
,59.0203774061783,0.958,,7.0,97.51576222878485,27.791197903284015,16.446878123854454,
,59.84636141998922,0.97,,5.0,96.29058865450911,27.53426045285489,16.857658740425343,
,76.79404655946836,0.978,,7.0,129.26655139939078,34.99242066450845,19.07822180416574,
,96.60846981303742,0.937,,5.0,184.323541064927,42.66434492835401,20.35178194443133,
,55.00407511103877,0.919,,6.0,149.14822713935564,14.506588389887906,20.453550418110122,
,52.754895860971224,0.96,,6.0,98.43239883209027,21.43330119199678,15.642539431985206,
,45.669343167831016,0.971,,7.0,101.21960303483425,45.862202494503116,22.117348480700475,
,45.44902116913891,0.92,,7.0,262.47222454897576,32.091195989879225,24.230932582857218,
,47.4443120449927,0.919,,6.0,99.8042709367527,26.765642492653082,16.718991249760546,
,64.7583288014518,0.949,,6.0,134.87527992881755,23.091312034912566,19.222945955687248,
,61.75777073386758,0.969,,5.0,72.47953543438746,14.75607303233102,11.038831729985155,
,82.9689247513992,0.921,,6.0,100.99686407109512,37.29768625734659,18.090301734779732,
,79.63027714804461,0.969,,7.0,125.98817326416318,82.11759317419511,16.870034593741238,
,55.67262266605818,0.96,,7.0,132.0144550683929,40.60398761818309,16.58108954282855,
,56.761352726380515,0.922,,7.0,98.7375136417396,31.30361947914899,13.652924542132117,
,81.29333583598547,0.944,,7.0,139.05661964922714,26.799170173024276,18.434194917497784,
,77.61232272054245,0.921,,7.0,180.2942080082163,91.26955347925475,19.15251689267042,
,47.01017881263234,0.943,,6.0,212.06095096266364,18.493845398244925,18.952102014549514,
,59.83809551891514,0.95,,5.0,103.1508195953299,35.45836729292184,18.12752128302596,
,44.41821141824744,0.935,,7.0,260.62944654130615,36.72527373876289,19.67419451933485,
,55.803507806088184,0.946,,6.0,99.02305183615383,18.783007122373665,16.234368022391294,
,58.93178734235666,0.949,,5.0,103.21004840214411,27.90819982032644,15.355900850667474,
,66.15816356167123,0.934,,6.0,105.297132505101,25.178857559786337,19.105670346828312,
,81.04881580655447,0.954,,5.0,128.9534578533677,67.04462230224146,21.324258017703546,
,56.504081943839736,0.936,,7.0,100.48210249024072,27.309518227959288,18.421979695663154,
,58.55136646123471,0.93,,5.0,100.35831990463086,36.08409242226501,15.386167957320033,
,51.21609222973675,0.951,,5.0,170.08027479808186,19.128042060997714,20.742770849527098,
,58.87000242886589,0.977,,5.0,96.38982902510601,24.7552807034854,13.57206129392465,
,99.94444905215279,0.934,,7.0,183.12525454545698,43.65159198997489,16.44537669664368,
,57.87167324213458,0.946,,6.0,95.86105566243448,26.353754704685397,17.16501786634339,
,80.21095031623709,0.938,,7.0,129.52105826890732,72.48441755690915,21.56400681756386,
,49.29124957526683,0.929,,6.0,99.00461085073435,66.53715163336793,19.527592025644253,
,47.27774586040712,0.967,,6.0,262.9546861699863,35.49605777107028,18.936579201690655,
,45.93700049397997,0.98,,5.0,100.78310549413843,29.436331367940387,18.170747162371168,
,56.796027912724746,0.927,,7.0,101.63109507402777,19.976164436362257,15.255494384073739,
,50.791065902675534,0.919,,7.0,213.44573105692612,25.729477826346614,20.992413245858618,
,54.222018368981786,0.958,,6.0,98.01751729633027,16.081523810021384,16.50929913609628,
,48.318511180666185,0.926,,6.0,209.66831522360107,26.704211895685994,15.903623043608667,
,57.23271654237246,0.95,,7.0,102.97478980940096,26.243803703168258,18.54202132434864,
,92.83329682117548,0.919,,7.0,170.87779456223132,40.00936082385638,13.12498903538229,
,82.22714747196198,0.937,,5.0,175.17681858304977,49.04227749191287,18.76153912257694,
,57.600147553518404,0.93,,5.0,57.15415811714411,81.33851753402996,19.196108358163055,
,47.82503231118725,0.971,,5.0,213.15274836490323,18.766001503581272,19.19648361072532,
,53.18937552000294,0.938,,7.0,81.13344873385157,32.93599202635253,15.057435474431768,
,94.83106360419909,0.953,,5.0,77.07872171745751,40.133360491442396,19.551824614770645,
,46.7255693301121,0.926,,7.0,99.75706250162706,40.00982642603264,21.243768726445854,
,48.40978883180417,0.942,,7.0,262.121683020834,37.55517869371789,21.46348365561031,
,60.25115289848842,0.958,,5.0,60.97167568963052,84.45925081816671,16.639607958972096,
,62.17339835434114,0.914,,6.0,98.2946073442025,30.78646929325391,18.15666089316579,
,49.24551646890142,0.98,,7.0,73.83389244531604,33.469741961418876,16.768961450199342,
,63.18835968948613,0.929,,6.0,178.01422126821996,85.03689046535635,20.733172771210096,
,54.649774890958824,0.98,,5.0,82.84146435484757,33.974262962393986,17.584378076759954,
,99.93455697729127,0.961,,7.0,183.54331274828888,40.693999558206585,19.528936818976387,
,59.059074437248434,0.916,,7.0,132.70881359344563,27.144504803674028,15.870458004130992,
,54.14276120564587,0.965,,5.0,206.44654382099978,13.653707388545552,17.56480646044796,
,48.87658914154317,0.954,,5.0,214.80276503728808,21.307066668848954,21.27573971024143,
,53.71538152961324,0.978,,7.0,148.44788344063474,16.412773857553756,19.605487074308563,
,51.17581339175817,0.968,,5.0,131.60721252571156,75.58853332359699,23.600649165067324,
,60.34363027402505,0.917,,6.0,98.64340694677325,30.992105429711184,20.37414141911202,
,80.65199299200296,0.969,,6.0,137.96678352936274,25.679600839818477,18.979261779017303,
,56.66142022493528,0.916,,5.0,101.00544143160256,21.92256837406322,19.372048743707673,
,49.47695293507237,0.956,,7.0,207.9225188348781,16.288776378505617,20.483181304826143,
,53.04931761082173,0.949,,6.0,129.34293285136158,21.26621001915316,16.373678148530786,
,46.13444715587221,0.941,,5.0,209.6038236425831,21.291071211996815,21.054163252697542,
,44.89199844039367,0.969,,6.0,96.15950507296057,37.50565953844372,21.34254084101858,
,54.12991515294379,0.954,,7.0,135.68908807034103,19.10939025666311,18.92116015290688,
,55.41717450662694,0.946,,6.0,96.85905770074446,28.824800571790426,18.608139818931942,
,75.5950279594561,0.971,,6.0,129.33138987369182,35.15301197686211,21.300161006215394,
,57.2985931969666,0.961,,7.0,171.41940246052042,23.029572265309184,10.627144476176428,
,54.375807114448484,0.96,,6.0,93.97039963767025,32.573343161865836,14.916842869674245,
,59.37209617053326,0.916,,6.0,174.61478991492663,18.212393908128927,15.824190553537118,
,56.264349068763515,0.941,,5.0,100.94526883938859,20.357790025784833,13.951022455122732,
,46.07381441229124,0.966,,7.0,126.02546895269775,20.041559086445726,19.570397599055912,
,48.15566080365142,0.946,,6.0,100.30935946640848,38.503485578165666,24.49481022227219,
,53.96406930150141,0.916,,6.0,100.18149312738214,21.41972809400146,14.499985754363912,
,81.42814056593078,0.95,,7.0,129.11704978549062,31.850633083429763,21.294817628702845,
,51.74471623135172,0.933,,5.0,95.66010519967475,66.5735732422811,20.57039875537768,
,81.81714195982224,0.962,,6.0,129.930365380945,65.5787666107335,20.811165040347678,
,39.4212525497079,0.953,,6.0,105.0377572695193,34.1109370951699,20.134564768063804,
,49.46880329282077,0.915,,6.0,174.22216467952512,16.551634279954342,21.24927539141137,
,57.32321292420504,0.937,,5.0,166.74557676521303,20.610148951962564,15.250676801143502,
